PR番号,タイトル,作成者,作成日,ステータス,政策分野（新ラベル）,旧ラベル,分類理由,分析メモ,URL,説明（200文字まで）
5364,受動喫煙防止対策強化のご提案,app/idobata-policy-app,2025-07-11T04:35:36Z,OPEN,医療,README,受動喫煙防止対策の強化と禁煙支援を通じた国民の健康保護を目的とした政策提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5364,受動喫煙防止対策強化のご提案
5363,【みえさん提案】フリーランス・クリエイター支援策の具体化,app/idobata-policy-app,2025-07-11T04:30:50Z,OPEN,産業政策,README,フリーランス・クリエイターの労働環境改善と報酬適正化に関する雇用政策,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5363,【みえさん提案】フリーランス・クリエイター支援策の具体化
5361,総合的な社会制度改革の提案：被害者支援、入国管理、国土安全保障の強化,app/idobata-policy-app,2025-07-11T04:27:30Z,OPEN,その他政策,README,犯罪被害者支援、入国管理、安全保障という複数の異なる政策分野にまたがる総合的な社会制度改革の提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5361,総合的な社会制度改革の提案：被害者支援、入国管理、国土安全保障の強化
5360,「多様性の尊重」に関する項目を追加,app/idobata-policy-app,2025-07-11T04:23:17Z,OPEN,その他政策,README,選択的夫婦別姓、同性婚、LGBTQ・障害者・外国人への差別禁止など、人権・多様性に関する政策で既存分野に該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5360,「多様性の尊重」に関する項目を追加
5359,【ながたさん提案】子どもへの性犯罪防止策の強化,app/idobata-policy-app,2025-07-11T04:21:45Z,OPEN,子育て,README,子どもを性犯罪から守るための包括的な保護政策で、子どもの安全確保が主目的,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5359,【ながたさん提案】子どもへの性犯罪防止策の強化
5358,「地方の福利厚生賃貸」と「地方大学研究CF」による少子化対策と経済成長の新提案,app/idobata-policy-app,2025-07-11T04:15:02Z,OPEN,子育て,README,少子化対策として地方の若者の経済的安定を図る福利厚生賃貸制度と、経済成長を支える大学研究支援の2つの提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5358,「地方の福利厚生賃貸」と「地方大学研究CF」による少子化対策と経済成長の新提案
5355,変更提案プロセスの透明性向上について,app/idobata-policy-app,2025-07-11T04:07:40Z,OPEN,デジタル民主主義,README,変更提案プロセスの透明化と進捗状況の見える化により、市民参加型政治の透明性を向上させる提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5355,変更提案プロセスの透明性向上について
5352,特別支援教育に関する記述の追加,app/idobata-policy-app,2025-07-11T04:01:33Z,OPEN,教育,README,特別支援教育における支援級と通級の併用制度改善に関する提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5352,特別支援教育に関する記述の追加
5349,気候変動の項目追加の提案,app/idobata-policy-app,2025-07-11T03:41:13Z,OPEN,エネルギー,README,気候変動対策をマニフェストに追加する提案で、環境政策はエネルギー分野に含まれるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5349,気候変動の項目追加の提案
5344,デジタル化における情報アクセスの選択肢確保に関する提案,app/idobata-policy-app,2025-07-11T03:03:00Z,OPEN,行政改革,README,デジタル化推進において紙媒体等の選択肢も確保し、誰もが情報にアクセスできる行政サービスの改善を提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5344,デジタル化における情報アクセスの選択肢確保に関する提案
